shapefile-id,struct-id,struct-type,struct-perim,perim-class,struct-area,struct-area-perim,struct-open,access-length,compound-orient
8,147,compound,146.17318151878598,2,726.9492570777456,113.91049801479798,True,45.27992815998533,NW
8,148,compound,108.95253120625348,1,0.0,0.0,False,,
8,149,compound,105.32354068845274,1,355.92712044620623,73.45449526858832,True,24.91413027939298,N
8,150,compound,120.53970766342307,1,392.01785286412803,99.40712411911807,True,45.362229538236654,NW
8,151,compound,128.31038149457805,2,559.7012197431303,94.90008845758973,True,35.00118742700503,W
8,152,compound,210.9291628740674,3,1261.2371154820764,159.3519430675933,True,66.48932883421564,SW
8,153,compound,152.05560965060312,2,760.1219902030039,114.75845358375213,True,44.6574783557197,SE
8,154,compound,160.12070591544858,3,772.1777740882361,108.59720293639838,True,32.33388324714987,NW
8,155,compound,506.76874534207025,5,4335.491772976568,242.6758566361503,False,,
8,156,compound,218.5980809606879,4,1561.414858089467,160.46759391801348,True,60.56197612927736,S
8,146,ditch,1568.221972339251,6,57333.91491380327,879.5770419839555,,,
